设备编号,月平均负荷率异常变化率,月最大负荷率异常变化率,环境温度（℃）异常变化率,油温（℃）异常变化率,绕组温度（℃）异常变化率,绝缘电阻（MΩ）异常变化率,介质损耗角tanδ异常变化率,局部放电量（pC）异常变化率,SF6气体压力（MPa）异常变化率
EQ-0040,-0.16773754629979593,-0.13386149864276253,-0.14127423822714685,-0.14483821263482294,-0.13788780946411786,-0.4184563321619159,-0.057553956834532315,0.1888888888888888,
EQ-0043,0.1579058475828583,0.15090493030996474,-0.03727369542066027,,,0.0034696119817267104,,,0.06877228731533379
EQ-0044,0.07773696192052985,0.09472127322723088,-0.12809472551130252,,,-0.10418677606177607,,,0.040716040716040784
EQ-0046,0.06850237066064402,0.014515581834924692,-0.025244299674267143,,,-0.05703733050468386,,,0.024851550472839316
EQ-0048,-0.04304620385419095,-0.12051717288453909,0.3278145695364239,,,-0.028147359706699782,,,-0.043294614572333606
EQ-0049,0.013803965165832996,0.017032163742690128,0.3045977011494251,,,-0.1842225416420055,,,0.04657264676943271
EQ-0050,0.019301914106482243,0.07273793150098075,0.14108352144469544,,,-0.07813843068232978,,,-0.016197183098591524
EQ-0051,-0.17752838775239696,-0.14304031913377976,-0.4668028600612871,,,,,,
EQ-0052,-0.03277627397905135,-0.016451406963610457,1.0,,,,,,
EQ-0056,0.26714409722222204,0.268265378270092,0.6238532110091745,,,,,,
EQ-0060,-0.1904891748922942,-0.2350780532598716,-0.45635359116022106,,,,,,
EQ-0063,0.12959086584205504,0.21027418204056664,-0.4979591836734694,,,,,,
EQ-0068,-0.304696089209989,-0.26093941571893625,-0.23898139079333985,-0.20654577620521888,-0.21431127012522364,0.17974908039936946,-0.44883720930232546,-0.5725593667546174,
EQ-0069,-0.07810588852000712,-0.0032924274169410053,0.060606060606060566,0.046511627906976806,0.009090909090909005,-0.42849898580121704,-0.16763005780346824,0.9701492537313431,
EQ-0071,0.04579416726922154,0.02717077859660343,0.9281045751633988,,,0.1053371206458365,,,-0.1857355126300148
EQ-0072,0.21501672899035637,0.2287529785544085,-0.22026431718061687,,,-0.0017371451260671034,,,0.07748436414176514
EQ-0073,0.14896623920439692,0.20279173186197796,-0.039537126325940225,,,0.06811475924414595,,,0.012289780077619815
EQ-0074,-0.03003776175763829,-9.541984732823377e-05,0.9491978609625669,,,0.16154573386906165,,,0.004040404040403932
EQ-0075,0.2795251776803267,0.31588725176169125,0.7490774907749078,,,0.11567633863731719,,,-0.027173913043478323
EQ-0076,0.36624203821656054,0.35098124727431346,0.3098330241187383,,,,,,
EQ-0078,0.231191579398452,0.18696816035169408,0.6104452054794522,,,,,,
EQ-0079,-0.0651300951647505,0.04127103506627792,-0.16279069767441864,,,,,,
EQ-0080,0.021587550794237093,-0.04154704215049801,-0.12176560121765612,,,,0.09635416666666681,,
EQ-0081,-0.2506604438182459,-0.19906522200977259,-0.3612716763005779,,,,-0.2809160305343512,,
EQ-0082,0.05081853660184829,0.07125971414597045,0.25403001667593095,,,,,,
EQ-0084,-0.029717157910980903,-0.03474944948708308,-0.09968684759916493,,,,,,
EQ-0086,0.18383274467357874,0.2218413099372999,-0.5257352941176472,-0.08595139300533484,-0.08049113233287865,0.1499710127238886,,1.102040816326531,0.03127272727272722
EQ-0089,0.16120247198072693,0.12812931204415534,0.2247226624405703,0.15183246073298406,0.1310019428254232,0.0938433901504176,0.24208608517421995,0.03611111111111124,
EQ-0090,0.23059216205328872,0.1939522253417408,-0.6002805049088359,,,0.2624581685427441,,,-0.02684563758389268
EQ-0092,0.05074556689951628,0.05204339668814755,-0.11036225779275469,,,0.020081146320168455,,,-0.03655536028119527
EQ-0093,-0.03231789568345328,-0.10818636215864753,-0.09974888392857141,,,0.16075575674079906,,,-0.006815159574467998
EQ-0094,0.3752095962853088,0.42407892708493916,0.41588785046728977,,,0.013643410852713178,,,0.0020703933747410882
EQ-0095,0.1670340947964578,0.18360236394107762,0.20399429386590595,,,,,,
EQ-0099,-0.10696710696710707,-0.14625413767479573,0.6336633663366337,,,,-0.018072289156626467,,
EQ-0102,0.309472161966739,0.36102472974974087,0.4641350210970466,,,,,,
EQ-0106,0.11478843736908256,0.03943569911215209,0.7727272727272729,0.2741241548862938,0.25681705503222607,0.24961991638160394,,-0.148036253776435,0.02008032128514058
EQ-0107,0.08794634422822592,0.052624990611621604,-0.06639004149377588,-0.04445694991558818,-0.037117903930130945,0.15151465504530046,-0.14562002275312846,-0.1047430830039528,
EQ-0108,0.33793691389599306,0.30846565817908483,0.15207373271889404,0.1376539903588643,0.18103074924209642,0.05241587575496117,0.15488721804511285,-0.31521739130434795,
EQ-0109,-0.18741377008322574,-0.10988532443025112,-0.6174242424242425,-0.20773638968481375,-0.18906776488206672,0.1509570824098327,0.5792163543441224,1.0210526315789477,
EQ-0113,0.5073568610726091,0.3728263582660788,0.29784366576819427,,,0.22698877115293367,,,0.11259160559626907
EQ-0117,-0.1029460443561735,-0.049464175006642463,2.232258064516129,,,,,,
EQ-0118,-0.13038761219055142,-0.11072434292866075,1.3446601941747574,,,,,,
EQ-0119,-0.1302721795138167,-0.19275042860641692,0.9999999999999998,,,,,,
EQ-0120,-0.16374170795196913,-0.14551229004048213,0.07846277021617291,,,,,,
EQ-0121,-0.04517586318167154,-0.10155930067727201,0.4563106796116502,,,,-0.0998383910935537,,
EQ-0124,0.28066223083774294,0.20918689269339175,0.6326530612244899,,,,,,
EQ-0126,-0.17819277108433737,-0.20230689040589167,-0.17447657028913266,,,,,,
EQ-0127,-0.06069829901521941,0.013810027908767284,1.4024390243902436,0.19913419913419886,0.21829855537720708,0.10882170221577966,,0.2775119617224882,0.06580732700135683
EQ-0128,-0.15454391796720948,-0.22423075239637585,0.5806451612903226,0.1207142857142857,0.057233704292527846,-0.26131923695702136,,0.8412698412698413,0.04335664335664324
EQ-0129,-0.023562351927633007,-0.07414514145141447,-0.042533936651583774,0.05594878178908078,0.06462464105018459,-0.2188670316490294,-0.04864406779661026,0.6395180722891566,
EQ-0130,0.26796838192954003,0.23603780532711402,0.10218140068886344,0.11721273650207663,0.1198940998487142,0.24575353485350077,-0.4306382978723403,-0.61328125,
EQ-0131,-0.31807356443503576,-0.31970751475640913,-0.23841059602649003,-0.1582524271844661,-0.18733307897748958,0.22232259359630632,-0.0947630922693268,0.8750000000000001,
EQ-0132,0.03242611099298299,-0.0035599399528201095,-0.75,,,-0.3199952505343149,,,-0.012777404169468666
EQ-0133,0.16997701420404307,0.1059280855199223,0.11764705882352933,,,0.08909716908951805,,,0.03843514070006852
EQ-0135,-0.1123287671232876,-0.17880382775119608,0.1086956521739131,,,-0.3052934533134177,,,0.0762886597938145
EQ-0136,-0.04781742437964153,-0.08231693178129207,-0.703896103896104,,,0.33831326908326936,,,-0.07158671586715866
EQ-0138,0.032613749584855474,0.013431078767123053,-0.582089552238806,,,,,,
EQ-0139,-0.0681316056607154,-0.00657330665904551,2.174757281553398,,,,,,
EQ-0142,0.12330226364846901,0.04106847311496873,0.12943372744243942,,,,0.23861646234676,,
EQ-0144,-0.28935425924175107,-0.28380802870598776,-0.37527114967462044,,,,,,
EQ-0146,-0.1590350681259772,-0.1533567721413024,0.6641221374045803,,,,,,
EQ-0148,-0.1739477182100133,-0.18551224560193164,0.7638888888888887,0.036170212765957506,-0.014106583072100292,0.24382622719483923,0.5026041666666667,1.132231404958678,
EQ-0151,-0.18393919754904844,-0.25998897767980156,-0.5937888198757764,-0.2612612612612613,-0.2204628501827041,-0.0340632603406326,-0.45019920318725104,0.2506811989100817,
EQ-0153,-0.004558702638068775,-0.024256373937677326,0.6204986149584488,,,-0.09348558726516557,,,-0.005700035625222742
EQ-0155,-0.10755888541078679,-0.13159525678634887,-0.08350951374207187,,,-0.0570567909984938,,,0.10117493472584861
EQ-0156,-0.1426732855304285,-0.14778999009387242,-0.43295019157088116,,,-0.0987948978793332,,,0.012396694214876044
EQ-0159,0.3826963057732287,0.33825378158076175,0.3765690376569036,,,0.21801863212906158,,,0.07723035952063917
EQ-0160,0.34907298104298295,0.37102493074792237,0.31896551724137945,,,0.11528515040152443,,,-0.0352697095435685
EQ-0161,0.4612834978843439,0.5826718076661375,0.4223107569721118,,,0.02587543873969468,,,0.025946704067321122
EQ-0164,0.2646819178940772,0.2132820588670317,0.5859519408502772,,,,,,
EQ-0166,0.0394641564083997,-0.04405614437124025,1.1171662125340596,,,,,,
EQ-0169,0.03788283000746977,0.006443461781427661,-0.2184724689165185,,,,-0.013829787234042542,,
EQ-0171,-0.05929721815519747,-0.1270668992718447,-0.09754672897196255,,,,0.21153846153846173,,
EQ-0176,0.27242744063324525,0.25112189205579105,0.5607250755287009,,,,,,
EQ-0177,-0.14929761515844484,-0.11074297644442405,-0.5887096774193549,,,,,,
EQ-0179,0.10343145226866156,0.10372771474878456,-0.4786324786324787,0.07271514342895262,-0.008403361344537737,0.044934237105534895,,-0.6298200514138819,0.007692307692307661
EQ-0180,0.14327363598500645,0.03463651050080782,0.7651331719128331,0.3279022403258656,0.23180873180873196,-0.37028177579566196,,0.1857142857142858,0.08478109798471165
EQ-0186,0.14584117733724034,0.12539366369680488,0.3016069221260817,,,0.2987192069269663,,,-0.0025177386129549375
EQ-0187,0.20431787118908815,0.20032426589803634,0.4469854469854471,,,0.07620031483667847,,,0.0644633507853402
EQ-0188,0.08481001498721699,0.0013073794305637238,-0.14951989026063098,,,-0.2498080575423283,,,-0.04055944055944052
EQ-0189,0.10248793870021751,0.09427044015467789,0.14488188976377933,,,0.12477900346124157,,,0.04871567759078829
EQ-0192,0.3096932096305994,0.3739553052325581,0.38693467336683407,,,,,,
EQ-0194,-0.2287695951280026,-0.2959975040114102,-0.3742331288343559,,,,0.19762845849802352,,
EQ-0195,0.2640891729674955,0.26676782382251063,0.14700315457413232,,,,-0.1392447741065408,,
EQ-0196,-0.12442365959689107,-0.17158757149482143,1.04,,,,,,
EQ-0198,0.1382249707504596,0.11722770407440612,-0.7901701323251419,,,,,,
EQ-0199,0.08013988051872366,0.0437554332077658,-0.11707632600258741,,,,,,
EQ-0200,-0.1219641593963688,-0.1033743208464397,-0.6013986013986014,-0.29148629148629146,-0.23015236567762623,-0.1576408450704226,,-0.6464285714285715,-0.08565310492505349
EQ-0201,0.09930516812902594,0.0213053079250838,0.1258205689277899,0.0736842105263159,0.09694989106753803,-0.18058860363180965,0.6870897155361051,0.7002967359050445,
EQ-0202,0.27764357087954317,0.26582389221818803,0.47887323943661964,0.22767857142857137,0.21798365122615812,0.26725296201294735,0.3106796116504854,-0.1405405405405406,
EQ-0203,0.3591287905315498,0.365909744179362,0.6936416184971098,,,-0.46279887795538543,,,-0.0477792732166891
EQ-0205,0.15182156133828997,0.15802656104380228,0.8394160583941609,,,-0.1565993758147988,,,0.13582677165354332
EQ-0206,0.06279201109000351,0.023095344400698027,-0.6624040920716112,,,0.18339072635540957,,,-0.07249466950959482
EQ-0208,-0.17554203119056683,-0.2102348077073095,0.9090909090909091,,,,,,
EQ-0209,-0.3246306791786677,-0.3224798124511592,-0.31309904153354634,,,,,,
EQ-0210,0.07623205861688243,0.11810325725681384,-0.1786114221724524,,,,0.13271978687333494,,
EQ-0211,0.028022178691191616,0.0462983184101334,-0.48571428571428577,,,,0.26672694394213375,,
EQ-0212,-0.33176761433868984,-0.2672139386831965,-0.43312101910828027,,,,,,
EQ-0214,-0.2040699066315536,-0.18912584954300457,-0.5624227441285538,,,,,,
EQ-0216,0.07653534416710368,0.07491856677524429,-0.010113780025284281,0.09811827956989264,0.11635331677899985,0.043806322414533035,0.39528795811518297,-0.5609756097560975,
EQ-0217,-0.06204412426834752,-0.09931880352577274,-0.21000000000000002,-0.10556464811783965,-0.03999999999999988,0.29143792917356753,0.15184626978146196,0.03339191564147644,
EQ-0219,-0.18137279918346524,-0.19247897080653148,1.596638655462185,,,-0.0875607123583379,,,-0.1082251082251082
EQ-0220,0.02129481616807503,-0.010055096418732746,1.2887931034482756,,,0.2275437068792283,,,0.08875739644970411
EQ-0221,0.24627513711151716,0.24591773167462677,0.31193353474320257,,,-0.03144235884185736,,,-0.03182125930941096
EQ-0223,0.21302190366397686,0.14083660549723545,0.01970443349753714,,,0.22067134458562493,,,-0.046993780234968904
EQ-0232,0.1749476768522393,0.20799772259155697,0.3319755600814661,,,,,,
EQ-0233,-0.10190374727870678,-0.100705674801529,0.20618556701030907,,,,,,
EQ-0238,0.23821269082978508,0.14786891226363474,0.17479674796747938,0.19529471287629635,0.1215841584158416,-0.08948179161071167,-0.07224848075624576,-0.41004184100418417,
EQ-0239,0.07482192264672985,0.12824485709518246,-0.09154929577464793,-0.10568065506653028,-0.06265206812652058,-0.043970571330037934,0.013074336944340797,-0.07738095238095243,
EQ-0240,0.08670921198668151,0.15562667885923298,1.4080267558528428,,,-0.3349929982884704,,,-0.07481125600549085
EQ-0242,-0.1922901112296206,-0.20521462639109694,-0.2692307692307692,,,0.25380710659898476,,,0.11587407903549896
EQ-0243,-0.1787135075586023,-0.14244058900714407,-0.5842026825633383,,,0.3063794280512781,,,-0.0907111756168359
EQ-0248,0.2509062149871482,0.28503869303525375,-0.059782608695652065,,,,0.022485946283572665,,
EQ-0249,-0.12780473013947868,-0.1303272036263584,-0.44575936883629186,,,,,,
EQ-0250,-0.18965253329251494,-0.2152477152477153,-0.6333333333333333,,,,,,
EQ-0253,-0.11186825667234523,-0.12095038897332125,-0.4984177215189873,-0.2087326943556975,-0.16813048933500635,-0.08254785034144463,0.0838951310861425,0.37094499294781436,
EQ-0254,-0.19254673175378023,-0.09553580345550795,-0.37594799566630543,-0.19983207388748958,-0.20337197049525813,-0.020683111954459134,-0.09548387096774197,-0.0546448087431694,
EQ-0256,0.2548052389862222,0.21409815284317268,0.18421052631578952,,,-0.3148534173060717,,,0.10526315789473682
EQ-0260,0.011402575057231553,-0.0109407122096458,0.010644959298684895,,,0.11029505758213162,,,0.02580947911778501
EQ-0262,-0.06019721303731702,-0.0917068580167037,1.0816326530612248,,,-0.05166012138521963,,,-0.0502636203866432
EQ-0264,-0.21751398445621511,-0.20126900416134486,2.568965517241379,,,,,,
EQ-0267,-0.1762586377097728,-0.1275173257236038,-0.09277108433734939,,,,,,
EQ-0269,0.031181155736315826,0.06278275320838335,-0.8311444652908068,,,,,,
EQ-0270,0.35847304616971887,0.3435387997720057,0.05426356589147281,,,,0.38523489932885896,,
EQ-0271,0.186804868106912,0.1749673568364111,-0.2803180914512921,,,,0.011377245508981896,,
EQ-0275,0.12124218672487336,0.23065766027102066,-0.9690721649484536,,,,,,
EQ-0276,0.014530281283754568,0.02664103268332893,1.173611111111111,,,,,,
EQ-0277,0.05190926544833971,-0.018855331219756345,1.8855932203389827,,,,,,
EQ-0280,0.018670565740636542,-0.0034518672816545317,2.2399999999999998,0.23669579030976956,0.1245733788395905,-0.1842765910592381,,-0.05457025920873133,0.01125082726671087
EQ-0281,-0.1301583095979333,-0.05760343309859156,-0.21965317919075142,-0.10378912685337732,-0.1273633908165384,-0.19972684333327018,,0.7464788732394367,0.04842615012106545
EQ-0283,-0.11378151260504216,-0.08622393961179016,1.450980392156863,0.10051357300073359,0.08757961783439479,0.16335480334383998,-0.09516837481698388,1.7410071942446042,
EQ-0284,-0.0024508302187365317,-0.05015348054262807,-0.8835616438356165,,,0.047122259992966826,,,-0.020942408376963442
EQ-0286,0.04536537518391358,0.05923054274217312,-0.8711217183770883,,,-0.08209263078942426,,,0.13087934560327208
EQ-0287,0.009174888455979425,0.06489514649744678,-0.92,,,,,,
EQ-0288,0.12508444044134215,0.13072758484088207,-0.9238578680203046,,,,,,
EQ-0290,0.009015958729087285,0.021668189531392684,0.10894941634241248,,,,-0.01246882793017468,,
EQ-0291,-0.1673857532799155,-0.17861675126903567,-0.7048387096774194,,,,-0.3445086705202312,,
EQ-0292,-0.07808183379377297,-0.08113831899404357,-0.03925323121110596,,,,,,
EQ-0293,0.3692820838627699,0.39076214478143734,0.438938053097345,,,,,,
EQ-0294,-0.17070544981820399,-0.1607566423781163,-0.23996943064577725,,,,,,
EQ-0295,0.1733720447946909,0.141685093719647,-0.33382352941176474,-0.022575679835813267,0.023607748184019405,0.2480196152395322,-0.1515486725663718,0.22663551401869167,
EQ-0296,-0.2648854961832061,-0.2664754579232123,-0.2752403846153846,-0.16921005385996404,-0.17605633802816906,-0.3826400962953056,-0.058644325971058564,0.7737226277372263,
EQ-0299,-0.2750348173772405,-0.23294699542300312,-0.49361702127659574,,,0.018883299085949063,,,-0.06854838709677426
EQ-0300,0.12466857854012225,0.1379156637247035,-0.24096385542168672,,,0.01587658204148887,,,-0.016573348264277643
EQ-0301,-0.13778912273390279,-0.1290950211194999,-0.5589139344262294,,,-0.07222468354430385,,,-0.004501385041551211
EQ-0302,-0.31527442915898446,-0.3614185592279116,-0.41946697566628044,,,-0.3902407455345586,,,0.061728395061728336
EQ-0303,0.12143470380616232,0.11896083753392768,0.6342281879194631,,,,,,
EQ-0305,0.3754580020739718,0.47144871342967914,0.13992297817715033,,,,,,
EQ-0306,-0.29122427886874,-0.24983164983164985,-0.45321992709599035,,,,,,
EQ-0307,-0.29803633694255816,-0.35224704996233996,-0.4067796610169492,,,,-0.08292682926829278,,
EQ-0309,0.1827385892116182,0.13977605435487125,0.5219512195121953,,,,,,
EQ-0310,0.17838281891796748,0.12936683796143497,0.07730673316708228,,,,,,
EQ-0312,-0.31114062759422206,-0.2842368412040684,-0.27169811320754716,,,,,,
EQ-0316,0.10860383637032649,0.09523024229354292,-0.08861834654586628,,,0.1280848294191029,,,-0.01972157772621805
EQ-0317,0.4498567335243554,0.3697913887851464,0.3199999999999999,,,0.19487394317922152,,,-0.06283422459893058
EQ-0318,0.12385765715868188,0.16901331883664023,-0.9657142857142856,,,-0.5466880653632915,,,-0.0013937282229964782
EQ-0320,0.07134371700105602,-0.001185750373769009,-0.5762081784386618,,,,,,
EQ-0322,-0.23811320754716983,-0.2853689378161261,-0.10247349823321562,,,,-0.2759226713532512,,
EQ-0323,0.24787414965986387,0.1784005468215994,0.13592233009708743,,,,0.13131900058105733,,
EQ-0325,0.27772879562687347,0.22024250277674928,0.22354340071343637,,,,,,
EQ-0326,0.050280362314375514,0.03927005844845919,0.06139154160982279,,,,,,
EQ-0328,-0.10002737975723276,-0.12079808340196167,-0.5823529411764705,-0.23611770289511147,-0.18074545795092709,0.030288368492355333,-0.018762677484787087,0.16165413533834588,
EQ-0329,0.38561007957559673,0.43741165384011327,0.36563876651982385,0.18702702702702712,0.1316129032258063,0.11957788424187497,-0.1432481751824818,0.9450549450549453,
EQ-0330,0.12563002786946798,0.10938532716457358,1.1397959183673465,,,-0.12227030625832211,,,-0.007529089664613247
EQ-0332,-0.19488882863340573,-0.18001704303366003,2.949367088607595,,,-0.19938176197836166,,,-0.12446657183499304
EQ-0333,-0.05342281879194619,-0.1025089605734767,2.441176470588235,,,0.037576020851433536,,,-0.06275303643724701
EQ-0334,0.1928947797273072,0.22845044440717757,0.016412661195779544,,,-0.2519612010665843,,,0.14959145191703327
EQ-0335,0.1829658306682377,0.07107023411371247,0.7199248120300751,,,,,,
EQ-0336,0.19951594886434149,0.18013225991949372,0.9941690962099129,,,,,,
EQ-0346,0.24975404075896004,0.31092894372237245,0.17334167709637033,0.12550921435499518,0.10858700590640621,0.10365932642487045,-0.35955900776747673,0.12145110410094632,
EQ-0347,0.18645424705788183,0.09634679701569321,1.002840909090909,0.309453471196455,0.17614577581446714,0.3565395186699738,-0.0027472527472526356,-0.08108108108108127,
EQ-0349,-0.11604960622793517,-0.12627188117856977,-0.5617977528089888,,,0.07969449565446406,,,0.09262948207171312
EQ-0351,-0.1569532059128143,-0.18705873225230807,0.2444444444444445,,,-0.06376847712652457,,,-0.014201593349497567
EQ-0352,0.12550125428011621,0.09685837010540495,0.5632594710507506,,,-0.19302920486037092,,,-0.02876557191392982
EQ-0354,0.41229570505511237,0.3814626105200061,0.26907894736842103,,,,,,
EQ-0358,-0.12595226003047236,-0.11213385326924825,0.5490196078431372,,,,-0.04647160068846821,,
EQ-0359,-0.13801644704250485,-0.15931788576165481,-0.04972972972972967,,,,0.12121212121212137,,
EQ-0361,-0.11977249916359986,-0.0225883231436972,0.7919463087248325,,,,,,
EQ-0363,0.17092464549396472,0.13053190004188175,0.07015457788347212,,,,,,
EQ-0364,0.04534666892693671,0.02860687943751287,0.9886685552407932,0.3425655976676386,0.3711398090960134,-0.08283604733488419,,-0.1290322580645161,0.0020746887966806146
EQ-0365,-0.3794603033006244,-0.2702596122247782,-0.3071512309495898,-0.33239775461106663,-0.34155719320730543,0.05601629026286567,-0.25819032761310445,-0.7018633540372671,
EQ-0367,0.214460709254609,0.3125757881972513,-0.0962230215827339,0.0008474576271185959,0.011697197086735908,0.03329023917259211,-0.34424887433483436,0.2531645569620254,
EQ-0370,-0.11567372802385555,-0.09052474508828662,-0.6666666666666666,,,-0.15028739660731819,,,0.01174033149171268
EQ-0371,0.15498204070772914,0.14593535749265435,-0.5376712328767123,,,0.0190401081568274,,,0.010512483574244353
EQ-0372,0.053489693487799375,0.03534764787726088,0.47983014861995754,,,0.015997817101393547,,,-0.03875704285470336
EQ-0373,-0.06951827242524926,-0.05317335431418827,1.1835051546391748,,,0.19633908318826818,,,-0.028513238289205843
EQ-0374,0.03863894139886573,0.06288896858716042,0.1271510516252389,,,-0.1051735812455393,,,-0.07098121085594984
EQ-0375,0.382492072568488,0.32892582798136255,0.26790830945558747,,,-0.08965403895143394,,,0.022614840989399275
EQ-0376,-0.18963904993454264,-0.12416269224586042,0.7474226804123715,,,-0.12032526149878199,,,-0.02222222222222236
EQ-0380,-0.10470615780847578,-0.0708025565463662,-0.07979274611398952,,,,,,
EQ-0381,0.2521833078238948,0.14126712328767124,0.22985781990521317,,,,,,
EQ-0383,0.16855386606276282,0.1442245051365572,-0.6220472440944882,,,,-0.31374106433677523,,
EQ-0384,0.28560270762822154,0.31065783853054263,0.7615230460921845,,,,-0.040816326530612346,,
EQ-0385,-0.2838762660826717,-0.3088380243127807,-0.5279361459521095,,,,-0.25806451612903225,,
EQ-0388,0.16911965113109836,0.12026774936903302,0.27643312101910816,,,,,,
EQ-0391,0.2987519500780032,0.22894319263725796,0.6180422264875244,,,,,,
EQ-0392,-0.10611735330836453,-0.03640614562458257,1.5354838709677416,0.1107038123167155,0.09446254071661245,-0.2578448915462837,,-0.6698564593301435,0.010152284263959359
EQ-0393,-0.05328747320671945,-0.014898058778874382,-0.5415647921760391,-0.18294212506719232,-0.16768916155419228,-0.11053021570887546,,0.35387673956262405,0.05471829353118475
EQ-0396,0.10429662449717253,0.11634421364985179,0.24561403508771923,0.21899066775391857,0.137003572179029,-0.11781713747920035,0.13225172074729613,-0.4101489757914338,
EQ-0397,0.07423054765105354,0.08262177650429801,-0.41456834532374104,,,-0.11034778875053666,,,-0.04940014114326061
EQ-0398,-0.03886983993891028,-0.07049865488086096,-0.22266720064076892,,,0.20275627713800273,,,-0.020604395604395507
EQ-0399,-0.10954589074713027,-0.14432198942311583,1.413105413105413,,,-0.2285112292295168,,,0.02039381153305225
EQ-0403,0.13373597929249356,0.0768102918223526,0.14322250639386194,,,,-0.26093294460641386,,
EQ-0404,-0.03408399269628734,-0.05723881248000934,0.17311072056238996,,,,0.21777905638665143,,
EQ-0409,0.143758115377481,0.1628862761419206,3.6460176991150437,0.4545454545454543,0.3569767441860464,0.1343972662498183,0.21473851030110933,0.01652892561983443,
EQ-0410,0.14500433076883862,0.10736589602547668,-0.04941860465116277,0.05601233299075036,0.06012269938650314,-0.04834954115874538,-0.19433817903596018,-0.6311475409836065,
EQ-0411,-0.08170225385527882,-0.032200286578570325,-4.071428571428572,,,-0.07749706854279928,,,0.06099195710455762
EQ-0412,0.2929986271818003,0.32695357935920494,0.8623595505617978,,,0.17841990597408555,,,-0.09431345353675463
EQ-0415,0.21139733135656022,0.21514731471377574,0.8349735049205151,,,-0.09215594614809267,,,-0.027519893899204083
EQ-0417,-0.12786169459523253,-0.11321037636827111,-0.7482517482517482,,,,,,
EQ-0420,0.4682694007424428,0.45820139328689047,0.16242661448140916,,,,0.0671506352087112,,
EQ-0421,0.14880504006026174,0.24676202275030976,-0.7945205479452054,,,,0.33456698741672836,,
EQ-0422,0.0033342752189882354,0.06574219109923536,3.434782608695652,,,,,,
EQ-0423,-0.2371690719678868,-0.18321109020390924,-0.47585227272727265,,,,,,
EQ-0424,-0.005663325087879185,0.03680526092490465,22.33333333333333,,,,,,
EQ-0425,0.04274664934758202,0.05769230769230783,1.1627906976744187,,,,,,
EQ-0426,-0.17218860202882136,-0.17596929253090113,-0.2931276297335203,-0.1842818428184281,-0.12746858168761216,-0.10510641677255408,,0.20370370370370383,0.06799999999999995
